tweet,processed_text,class
RT @VibeLord: I hate when people think I'm mad or sad cause I'm not talking.. nah I'm chillin bitch.,hate people think mad sad cause talk nah chillin bitch,1
RT @VibeLord: your opinion of me is highly irrelevant bitch,opinion high irrelevant bitch,1
RT @VictorSmith90: @vnksmith16 be out here fighting bitches like its legal,fight bitche like legal,1
RT @VictorSmith90: Fresh out of jail and I got my chopper bitches be like Vick your number 1 like the BK whopper,fresh jail got chopper bitche like vick number like whopper,1
"RT @VictoriaDahl: &#8220;@donnajherren: Well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230;",well there crazy bitch there look motherfucker corpse wont find,1
RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN,british jihadi mother want first female executioner mis want,2
RT @VillageBae: All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an&#8230;,detroit nigga listen dbco fuck nigga bitche try hold money,1
RT @VillageBae: Don't block me because you think a post is about you...just ask me. Like a boss. You employee ass bitch.,dont block think post youjust ask like bos employee ass bitch,1
RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;,hate faggot talk shit block cant respond bitch write letter response,0
RT @VinLaden2_: Niggas get married and start dissin single bitches smh RT @A2daO: You bitches want allowance and $200 dates and still singl&#8230;,nigga get marri start dissin single bitche smh bitche want allowance date still singl,1
RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;,best collegegameday sign ever daknes spread charlie murphy true hollywood storie chappelleshow,2
"RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5hetoweSES",bae text hoe,1
RT @Vonta624: @onDAT_Othershit @_KudaBrazyy when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,bout bitche got together thought reason make boyfriend claim,1
RT @VuIture: This bitch eyebrows lookin like the bulls logo http://t.co/5EtOrG5GBT,bitch eyebrow lookin like bull logo,1
RT @W0lfHaleighh: @kyle_leavitt96 @meowmariss bye bitch,bye bitch,1
"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28",pussy dry,1
"RT @WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me",simple dont hoedont worry expos fight,1
RT @WBeezy_: Rohan a bitch yo &#128514;&#128514;,rohan bitch,1
RT @WBeezy_: These bitches so phoney &#128514;&#128514;&#128514;,bitche phoney,1
"RT @WElGHTROOM: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No s&#8230;",row hoe curl girl plank skank deep cut slut quad broad pec,1
RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;,dont know yankee fan listen kay every night absolute brutal nonsensical blah blah blah blah radio,2
RT @WFUncleEllis: My bitch sad lookin like a lack of funny,bitch sad lookin like lack funny,1
RT @WHOISRAYMOND: When you give all ya hoes up for that one girl and it don't work out http://t.co/DCDPkR2yjc,give hoe one girl dont work,1
RT @WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn,nigga try slide bitch dms,1
RT @WORIDSTARHlPHOP: These bitches putting their soul in this routine &#128514;&#128514;&#128514; http://t.co/xPjZIvNGAo,bitche putt soul routine,1
RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0,talk eggplant skurr,2
RT @WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd,bad bitch ask come,1
RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk,boy discover hoe,1
"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",phone goe clas teacher say turn trash song mixtape,2
RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26,bruh threw bitch,1
RT @WORIDSTARHlPHOP: every time bobby bitch comes on http://t.co/h7b0pL8T2h,every time bobby bitch come,1
RT @WORIDSTARHlPHOP: this kid definitely got the pussy after that game https://t.co/lVXbXMgStD,kid definite got pussy game,1
RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE,oreo shake,2
RT @WWECrowe: #JerrySpringer on #RAW ...... The white trash side of me is applauding @WWE,jerryspringer raw white trash side applaud,1
RT @WWEGlFS: When a bitch asks to eat your ass. http://t.co/8OyPyJYgVe,bitch ask eat ass,1
RT @WaavyLee: His balls ashy RT @Yattabing: @Trelaire1st: Real women do this http://t.co/VG5DBqH8aT&#8221; and real faggots let em do that.. Smh,ball ashy real women real faggot let smh,0
"RT @WallStWatkins: A hoe only cares about the now, the future is irrelevant.",hoe care future irrelevant,1
"RT @WallStWatkins: To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game.",get hoe ne cute muscle dres ass swag talk good game,1
RT @WashTimes: John Kerry caught appearing to mock Israel&#8217;s &#8216;pinpoint&#8217; operation in Gaza - http://t.co/3yqFR9LZsR #Israel #Gaza http://t.co&#8230;,john kerry caught appear mock israel pinpoint operation gaza israel gaza,2
RT @WatDaFckYouMean: Can't give these hoes a inch cuz they'll try to take mile,cant give hoe inch cuz theyll try take mile,1
RT @WatDaFckYouMean: It's my brother weekend bitch!!!!! #LongLiveLilRay,brother weekend bitch longlivelilray,1
RT @WatchMyJumper: Seen theses niggas lose it all over a basic bitch,seen these nigga lose basic bitch,1
RT @WatkinsRaequan: This bitch just blew my high,bitch blew high,1
RT @Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first,gucci mane lock want talk relationship statu bitch shut gotta free nigga first,1
RT @WavyKirk: @__CourtAintSHIT yeah yo girlfriend a bitch. I hope she got the hives.,yeah girlfriend bitch hope got hive,1
"RT @Way2FengShui: "" That bitch wanna ignore my text? Wait till she get off work "" RT @2TONEDASUPASTAR: Caption this http://t.co/ZWrImDZQNV",bitch wanna ignore text wait till get work caption,1
"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;",fear monger left dy wake go believe charlie rangel hussein mia love,2
"RT @WayneDupreeShow: MT @COACHKtoLA: @waynedupreeshow is paid by white supremacist, they always get a negro to do their dirty work #Fergus&#8230;",paid white supremacist alway get negro dirty work fergu,1
RT @WayneL_Jr: 80% RT @NotMorris_: 60% of these hoes be fake gay,hoe fake gay,1
"RT @WayneL_Jr: LMAOO accurate RT @BasedPaco: When bitches see a ""quote with a "" tweet on the TL http://t.co/Azl9o3PyZE",lmaoo accurate bitche see quote tweet,1
RT @WayneL_Jr: LMAOOOOOOO RT @Take_My_Advicee: What dum bitch made this http://t.co/siuxrh5Sms,lmaooooooo dum bitch made,1
RT @WayneL_Jr: The nipples determine whether the titties are trash or not,nipple determine whether tittie trash,1
"RT @WayneRoot: Well there's difference between Erick Erickson and me. I've always understood Obama is Muslim Jihadi sympathizer:
https://t.&#8230;",well there difference erick erickson ive alway understood obama muslim jihadi sympathizer,2
RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;,hate bitch dat act like nigga,0
RT @WeAllKnowA: We all know a double faced bitch named Madison,know double fac bitch nam madison,1
RT @WeAllKnowA: We all know a faggot named Luke,know faggot nam luke,1
"RT @WeAreGirICodes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/LmpA15kAiZ",nah talk hoe since dont wanna text back shit,1
"RT @WeAreGirICodes: i love this emoji &#128129; 
she's just like DUH bitch &#128129; 
lol i don't give a fuck &#128129; 
you're ugly &#128129; 
whatcha gonna do about it &#128129;&#8230;",love emoji she like duh bitch lol dont give fuck youre ug whatcha gonna,1
RT @WeDontLoveHoes: Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a&#8230;,bitche post type sex position pic heart emoji let get position bitch complain,1
RT @WeLoveKi: Hol on bitch &#128553;&#128514;&#128557; https://t.co/RYESvYaI2u,hol bitch,1
RT @WeavilynMONROE_: I heard big booty bitches can't take no &#127814;.,heard big booty bitche cant take,1
"RT @WeedHumor: Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w&#8230;",marijuana gateway drug lead happines great sex pain relief increas patience crazy bitche,1
"RT @WeightIifters: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N&#8230;",row hoe curl girl plank skank deep cut slut quad broad pec,1
RT @WellDamnDymo: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . #Si&#8230;,cant see real woman yourside thick thin maybe deserve hoe,1
"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.",actor charlie sheen bought seat angel baseball game hope catch home run ball,2
"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers"".",company sell menstrual pad pet dog call bitch diaper,1
RT @WheelTod: If life hands you a hot potato try throwing it at two birds.,life hand hot potato try throw two bird,2
"RT @WhenARapperSaid: When Tyler the Creator said ""Rape a pregnant bitch and tell my friends I had a threesome"" http://t.co/ZkvwfK18d0",tyler creator said rape pregnant bitch tell friend threesome,1
"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD",eminem said call faggot cause hate pussy,1
"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&#8230;",joey bada said trad nike new mic gues safe say sold sole new life,2
"RT @WhenRapperSaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/pto&#8230;",tupac said aint killer dont push revenge sweetest joy next gett pussy,1
"RT @WhenRappersaids: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/wF&#8230;",tupac said aint killer dont push revenge sweetest joy next gett pussy,1
RT @WhiteBoyCeezy: these hoes too familiar,hoe familiar,1
"RT @WhiteNiggaSwagg: Hmmm, is that a Ratchet hoe I smell?",hmmm ratchet hoe smell,1
RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,kobe shoot piece paper trash,2
RT @WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;,stepp away twitter beef go bed cause gotta gotta redneck asshole,1
RT @Whiteboyyx01: Behind that twinkle in your eyes I can see the bitch in you &#128064;&#128076;,behind twinkle eye see bitch,1
RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2,nigger,0
"RT @Whitesidemzu: Me: MOM CAN YOU MAKE ME A SANDWHICH!!! *doesnt hear* *whispers to myself* ""deaf bitch"" Mom: WHAT THE FUCK DID YOU JUST SA&#8230;",mom make sandwhich doesnt hear whisper deaf bitch mom fuck,1
"RT @WhitneyNoCrack: Die slow bitch ""@Thotcho: That&#8217;s @WhitneyNoCrack RT @tonestradamus: Scary accurate http://t.co/dX79NXklL9""",die slow bitch that scary accurate,1
RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,ray perfect example happen give lame nigga pussy,1
RT @WhoApollo: WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w&#8230;,wcw goe women shit together pretty bitche get way much credit cute,1
RT @WhoIsTie: Can't keep stooping for these hoes. I know better,cant keep stoop hoe know better,1
RT @WhoSFlyy__: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f&#8230;,ready delete entire instagram app found one crushe sell pussy backpage,1
RT @WhoreFandom: I'm going to let the pussy out like fight night #vote5sos,go let pussy like fight night voteso,1
"RT @WhyVee: @georgegalloway A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her, Sarajevo,1941. http://t.c&#8230;",muslim wmn cover yellow star jewish neighbour veil protect sarajevo,2
"RT @WifiAndPorn: The fuck? RT @llAboutBenji: I asked this bitch if she was having a good day, and the bitch said ""stop being weird"" im conf&#8230;",fuck ask bitch good day bitch said stop weird conf,1
RT @WifiOverHoes: idgaf what you bitches say about me &#128514;,idgaf bitche say,1
"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ...",haitian charity water life mock people use firstworldproblem hashtag juxtaposition,2
RT @WillyWelfare: Its so damn hot in this bitch,damn hot bitch,1
RT @Wilnerness590: . @Jmart96 Because Outman is a brand-new #Yankees and because Girardi will never use 3 relievers when he can use 6.,outman brandnew yankee girardi never use reliever use,2
"RT @WindPushedGrass: ""This bitch is just dead weight""

- Pallbearers",bitch dead weight pallbearer,1
RT @WingsoverHoes: Niggas gossip like hoes I'm sleep tho,nigga gossip like hoe sleep tho,1
RT @WitchoThirstyAz: I love being loyal to one person &#9757;&#65039;fuck having hoes &#128107;&#128079;&#128524;&#128584;,love loyal one person fuck hoe,1
"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",aint tryna steal car eat hell outcha wife pussy htgawm,1
RT @WitnessLaron: So this ape can get a MCM but I can't unbelievable... http://t.co/TsmstRxQX7,ape get mcm cant unbelievable,2
"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",oreo first twist crap broke,1
RT @Women_Fit: Use what talent you possess: the woods would be very silent if no birds sang except those that sang best.,use talent posses wood would silent bird sang except sang best,2
RT @WomensHumor: Monday was SUCH a bitch today.,monday bitch today,1
RT @Wonkasm: R.I.P. to the hoes dying for attention,rip hoe dy attention,1
RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags,lmaoooo bunch fag,0
RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,doubt mean cute toss around trash can mexican boy wantin,2
RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,saw great chimpout summer ago middle ag salvadoran old son got wast beaner metlife,0
RT @WorIdStarFunnyy: When you and your boys discover a hoe http://t.co/MkonVchG4R,boy discover hoe,1
"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC",play soccer cheat girl wear khaki colour cargo haircut,2
RT @WorIdstarrrr: These 5th grade hoes ain't loyal http://t.co/ew029ozXVG,grade hoe aint loyal,1
"RT @WorkaholicAdam: I got 99 problems and the bitch heard me call her a bitch, So now I have 100.",got problem bitch heard call bitch,1
"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ...",girl become friend omg love shoe guy become friend excuse siri see fuck bitche,1
RT @WorkoutHumor: These hoes ain't loyal http://t.co/JiK7OfqMBE,hoe aint loyal,1
RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m,resist urge smack bitch,1
"RT @WorldStarFunny: 5000 RTs &amp; I'll grab the mic &amp; yell ""fuck her right in the pussy http://t.co/g3KMMz4jT6",rts ill grab mic yell fuck right pussy,1
RT @WorldStarFunny: I don't have an iPhone so I have to manually ignore these hoes http://t.co/LYZs1PU25I,dont iphone manual ignore hoe,1
RT @WorldStarFunny: we don't love these hoes http://t.co/3waEZGCOVI,dont love hoe,1
RT @WorldStarFunny: when ling ling talkin shit &amp; u finally understand her https://t.co/2KlOnqhsi9,l l talkin shit final understand,1
RT @WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7,see bitch nigga subtweet,1
RT @WowSoPunny: Freeze bitch i'm gonna steal your heart http://t.co/zlOaj7tjY6,freeze bitch gonna steal heart,1
RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie,idc still watch two half men well old one charlie,2
RT @XANAXDREAMS: if u know how to French inhale ur a bad bitch,know french inhale bad bitch,1
"RT @XANSHAWTY: There's too much groupie bitches.

Hard to come across girls who aren't overly social and friendly with everyone.",there much groupie bitche hard come acros girl arent over social friend everyone,1
"RT @XANSHAWTY: U can eat all the pineapples you want 

Ur pussy still trash.",eat pineapple want pussy still trash,1
RT @XBL_NexXx: all these faggots posting faces about to get the hot unfollow,faggot post face get hot unfollow,1
RT @XIIXX_: Only soo much a bitch can take...,soo much bitch take,1
RT @XIXMCMLXXXV: It make the pussy sing. &#8220;@_MouthLikeLicka: It aint? RT @Mike_got_hoes: My dumb ass thought that was a microphone http://t.&#8230;,make pussy s aint dumb ass thought microphone,1
RT @X_LexiiSoUnique: All I see down my TL is naked white bitches &#128064;&#128064;&#128064;&#128584;,see nak white bitche,1
RT @XclairemckX: Drinking veuve cliquot and eating marshmallows basically because I'm a classy bitch.,drink veuve cliquot eat marshmallow basical classy bitch,1
RT @XdalovelyTishai: Most of these niggas go broke for these hoes,nigga broke hoe,0
RT @Xendaya_xo: If you're attractive &amp; you think ANY straight guy just wants to be your friend...bitch you stupid,youre attractive think straight guy want friendbitch stupid,1
"RT @Xianilee: All three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! This why I can't stand h&#8230;",three hoe gett cute fuck school tak ever wak fuck cant stand,1
"RT @Xicana_Susie: RT @ScruffDaddy_: &#8220;Why that bitch lookin all in the car, u know her!?&#8221; http://t.co/BQiu9q7qjv",bitch lookin car know,1
RT @Xnastyy: no i ain't no bitch &amp; no i ain't no snitch!,aint bitch aint snitch,1
RT @XndSeanX: If you're going to be a bitch and not come to the show because some bands dropped then w/e. More moshing room for me in that &#8230;,youre go bitch come show band dropp mosh room,1
"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",disgust betray hurt pussy drier nigga skin winter time,1
"RT @XxminijokerXx: @VocaToaster autocorrect

its a bitch",autocorrect bitch,1
RT @YAABOIJIMMY: When you hear a hoe talk shit http://t.co/JvX0phe6po,hear hoe talk shit,1
"RT @YABOYLILB: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/eNStJlXb2H",aint hoe get traphouseeee,1
RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1,ride pussy gym clas butt scooter,1
RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF,ride bitch homie consider single nigga,0
"RT @YABOYLILB: THE FUCK YOU LOOKING AT BITCH! SWERVE

*puts heelys into full gear*

*glides past the bitches*",fuck look bitch swerve put heely full gear glide past bitche,1
"RT @YABOYLILB: teacher: eyes on your own paper

me: bitch i only have eyes for da paper

*throws cash everywhere*",teacher eye paper bitch eye paper throw cash everywhere,1
"RT @YABOYTOSH: Dad: Why are your eyes so red?Son: I smoked weed, Dad.Dad: Don't lie to me, you were crying because you are a faggot.",dad eye redson smok we daddad dont lie cry faggot,1
RT @YBEToot: @UFUCKIN_RIGHT what hoes tho ? Lol.,hoe tho lol,1
RT @YBeJeff: When you ate the pussy but yeen think she was gone tell anybody&#128555;&#128555; http://t.co/WgIHekh5qb,ate pussy yeen think gone tell anybody,1
"RT @YBkalo: ""@CuhCuhCuh: bitches cant get the ios8 because they have over 10 gb of selfies cuh""&#128514;&#128514;&#128514;",bitche cant get ios selfie cuh,1
RT @YELLitOUT_louud: &#8220;@_laTodd: &#8220;@Satisfied_x: &#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#128553;&#128079;&#128079;&#128079;&#8221;,yall female love yall bum nigga jail bird,1
RT @YG: I switched up. You fukin with my old bitch. I'm fukin with yo new bitch &#128513;,switch fukin old bitch fukin new bitch,1
RT @YOUKNOWDOBY: Niggas talk more than bitches these days......,nigga talk bitche day,1
"RT @YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;",nigga ever ask hit either body count dont matter yall treat bitche anyway,1
RT @YVNGRVPVNZEL: sundy a old school ho tho,sundy old school tho,1
"RT @YaBoyKip: ""I hope this bitch ain't a catfish"" http://t.co/56JKqioEPE",hope bitch aint catfish,1
"RT @YaBoyMJ23: rt for mj 
fav for a bitch nigga http://t.co/y4yIc38qWS",fav bitch nigga,1
"RT @YaBoyMJ23: rt for the real niggas
fav for the bitch niggas http://t.co/c7WP1bLUUk",real nigga fav bitch nigga,1
RT @YaBoyRoshi: Dodging these hoes like http://t.co/9O31kRMEso,dodg hoe like,1
RT @YaaBoyShiki: How the fuck can some people not get atleast 1 on flappy bird. I just got 11 while smoking a fuckin square.,fuck people get atleast flappy bird got smok fuckin square,1
"RT @YaboySkeete: ""A real man gonna keep it real with his bitches"" LMAOOOOO shut up I'm not tellin u about other women mind ur business",real man gonna keep real bitche lmaooooo shut tellin women mind busines,1
RT @YaboySkeete: Lmaoooooo RT @ItsMeGrizz: Nymphos are stupid. Go hose your pussy down you weird bitch,lmaoooooo nympho stupid hose pussy weird bitch,1
RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV,bitch slow lmaoooooo,1
"RT @YahDontSay: ""@TaeCocky: Periods dont stop nothing but a sentence boo, let me taste that pussy.... I bet u taste like quarters"" http://t&#8230;",period dont stop noth sentence boo let taste pussy bet taste like quarter,1
RT @YahooFinance Two stocks to turn trash into cash http://t.co/MRmlxaCOXx,two stock turn trash cash,2
"RT @Yankees: #SpringTraining Daily takes a look at the #Yankees&#8217; outfield, perhaps the AL&#8217;s deepest: http://t.co/RP3Gz6MDBF (via @Yankeeson&#8230;",springtrain dai take look yankee outfield perhap als deepest via,2
RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,yankee jump first place tonight think,2
"RT @Yankees: #Yankees lineup vs. Red Sox:
Ellsbury CF
Jeter SS
Beltran DH
Soriano LF
Teixeira 1B
McCann C
Solarte 3B
Ichiro RF
Roberts 2B
T&#8230;",yankee lineup red sox ellsbury jeter beltran soriano teixeira mccann solarte ichiro robert,2
RT @Yankees: #Yankees win! Final score: 7-4.,yankee win final score,2
"RT @Yankees: #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain",yankee win walkoff single derek jeter farewellcaptain,2
RT @Yankees: .@DRob30 comes in to close out the game here in the 9th. #Yankees,come close game yankee,2
"RT @Yankees: Analyzing the impact of Masahiro Tanaka on #SpringTraining Daily, brought to you by @YankeesonDemand: http://t.co/L2gJboDNkM",analyz impact masahiro tanaka springtrain dai brought,2
"RT @Yankees: Ballgame over, #Yankees WIN! Yanks beat the White Sox in 10 innings, 4-3.",ballgame yankee win yank beat white sox inning,2
"RT @Yankees: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain http://t.co/5nhtJOx&#8230;",congrat derek jeter start shortstop final allstar game farewellcaptain,2
"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!",congratulation ichiro leadoff base hit hit career,2
"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!",gardy goe yardy lead game second straight night yankee,2
RT @Yankees: Getting the field ready for today's game. http://t.co/lh4UzqXbei,gett field ready today game,2
"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;",recap epic storybook end derek jeter close last game bronx walkoff,2
RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,remember paus allstar game honor mariano rivera tbt,2
RT @Yankees: SEE YA! @JacobyEllsbury gives the #Yankees a 4-3 lead in the 10th with a solo home run!,see give yankee lead solo home run,2
RT @Yankees: Show your support during #FleetWeekNYC with #troopthanks. You could be on the @BofA_Community billboard in Times Sq! http://t.&#8230;,show support fleetweeknyc troopthank could billboard time,2
RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB,shine light yankee pinstripe honor derek jeter farewellcaptain,2
RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,time bounce bronx letsgoyankee walkoff,2
"RT @Yankees: VICTORY! #Yankees outlast A's, 10-9 in 14 innings. Eduardo Nunez the hero, and oh yeah, FIRST PLACE still resides in the Bronx.",victory yankee outlast inning eduardo nunez hero yeah first place still reside bronx,2
RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m,expect anyth short firework final homestand farewellcaptain,2
RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,may cry watch derek jeter,2
"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too.",one scout said prado first team underrat give yankee could slide need,2
RT @Yannapyt: it ain't nothing to cut that bitch off &#127908;&#127911;,aint noth cut bitch,1
RT @Yanoozaj: I hope LVG is homeless in a few years whilst Welbeck is scoring 30+ for Arsenal and fucking bitches,hope lvg homeles year whilst welbeck scor arsenal fuck bitche,1
"RT @Yansii_: Black bitches be like ""boy i told you not to get my hair wet"" http://t.co/CSG4OoPgkY",black bitche like boy told get hair wet,1
RT @Yansii_: This bitch don went super saiyan 5 at walmart http://t.co/xkF59toVcK,bitch went super saiyan walmart,1
"RT @Yaremisxo: &#8220;@DonQuixtote: ""@Yaremisxo: Actually, I take that back &#128530; you niggas ain't loyal"" im loyal fam&#8221; nah negro nah",actual take back nigga aint loyal loyal fam nah negro nah,1
RT @Yaremisxo: &#8220;@DonQuixtote: @Yaremisxo then how yall got here b&#8221; stfu negro,yall got stfu negro,1
RT @Yaremisxo: &#8220;@DonQuixtote: I need molly water and a chubby asian bitch&#8221; same,ne mol water chubby asian bitch,1
RT @Yaremisxo: Stop being a hoe so I can love you :/,stop hoe love,1
RT @Yaremisxo: You hoes ain't worth losing sleep over,hoe aint worth los sleep,1
RT @YatchakHannah: @aireekaTK stop crying you pussy,stop cry pussy,1
"RT @Yennno_Nay: "" these hoes ain't loyal "" 

duhh BITCH she a HOE !!!!!!",hoe aint loyal duhh bitch hoe,1
RT @Yennno_Nay: Now a days bitches will beef w/ you over something that has nothing to do w/ them &#128514;&#128514;&#128514;&#128514;&#128128; bitch yo ugly ass wasn't a factor a&#8230;,day bitche beef someth noth bitch ug ass wasnt factor,1
RT @YepRealPosts: Selena mothered these hoes http://t.co/phsDhxjm6e,selena mother hoe,1
RT @YepillPosts: If I had a dollar for every time I died on flappy bird http://t.co/pj8QSBTe2L,dollar every time di flappy bird,2
RT @Yes__We__Cam: Selfie game retarded http://t.co/HpLo9JaP9K,selfie game retard,1
"RT @YoKidAintMine: alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway.",alcohol liquid truth girl hoe drink she natural hoe anyway,1
RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5,ill kill bitch hesitation,0
RT @YolieTheJew: You know all these bitches who posted pics for Zeeti are in the shower like Jim Carey in Ace Ventura after he found out Ei&#8230;,know bitche post pic zeeti shower like jim carey ace ventura found,1
RT @YouCanHaveHer: You either gay or straight don't talk to me bitch please &#9996;,either gay straight dont talk bitch please,1
RT @YouNeed_Jasmine: I hate when ppl say hoes aren't loyal. They supposed to be? &#128514;,hate ppl say hoe arent loyal suppos,1
RT @YoungAmari_: Dizzy bitch &#128530;&#128564;,dizzy bitch,1
